"","index","id","name","date","record_identifier","status_of_system","maximum_sustained_wind_knots","maximum_pressure","year.x","anomaly"
"2857",46572,"AL112010","IGOR",2010-09-14,"","HU",125,937,2010,0.58919
"2858",46573,"AL112010","IGOR",2010-09-14,"","HU",115,945,2010,0.58919
"2859",46574,"AL112010","IGOR",2010-09-14,"","HU",115,945,2010,0.58919
"2860",46575,"AL112010","IGOR",2010-09-14,"","HU",125,933,2010,0.58919
"2861",46576,"AL112010","IGOR",2010-09-15,"","HU",135,924,2010,0.58919
"2862",46577,"AL112010","IGOR",2010-09-15,"","HU",125,935,2010,0.58919
"2863",46578,"AL112010","IGOR",2010-09-15,"","HU",115,945,2010,0.58919
"2864",46579,"AL112010","IGOR",2010-09-15,"","HU",115,942,2010,0.58919
"2865",46580,"AL112010","IGOR",2010-09-16,"","HU",120,936,2010,0.58919
"2866",46581,"AL112010","IGOR",2010-09-16,"","HU",125,929,2010,0.58919
"2867",46582,"AL112010","IGOR",2010-09-16,"","HU",120,934,2010,0.58919
"2868",46583,"AL112010","IGOR",2010-09-16,"","HU",115,940,2010,0.58919
"2869",46584,"AL112010","IGOR",2010-09-17,"","HU",115,935,2010,0.58919
"2870",46585,"AL112010","IGOR",2010-09-17,"","HU",110,935,2010,0.58919
"2871",46586,"AL112010","IGOR",2010-09-17,"","HU",100,945,2010,0.58919
"2872",46587,"AL112010","IGOR",2010-09-17,"","HU",90,947,2010,0.58919
"2873",46588,"AL112010","IGOR",2010-09-18,"","HU",90,947,2010,0.58919
"2874",46589,"AL112010","IGOR",2010-09-18,"","HU",85,939,2010,0.58919
"2875",46590,"AL112010","IGOR",2010-09-18,"","HU",85,939,2010,0.58919
"2876",46591,"AL112010","IGOR",2010-09-18,"","HU",80,945,2010,0.58919
"2877",46592,"AL112010","IGOR",2010-09-19,"","HU",80,945,2010,0.58919
"2878",46593,"AL112010","IGOR",2010-09-19,"","HU",75,949,2010,0.58919
"2879",46594,"AL112010","IGOR",2010-09-19,"","HU",75,949,2010,0.58919
"2880",46595,"AL112010","IGOR",2010-09-19,"","HU",70,952,2010,0.58919
"2881",46596,"AL112010","IGOR",2010-09-20,"","HU",65,953,2010,0.58919
"2882",46597,"AL112010","IGOR",2010-09-20,"","HU",65,957,2010,0.58919
"2883",46598,"AL112010","IGOR",2010-09-20,"","HU",65,960,2010,0.58919
"2884",46599,"AL112010","IGOR",2010-09-20,"","HU",65,960,2010,0.58919
"2885",46600,"AL112010","IGOR",2010-09-21,"","HU",65,960,2010,0.58919
"2886",46601,"AL112010","IGOR",2010-09-21,"","HU",65,960,2010,0.58919
"2887",46602,"AL112010","IGOR",2010-09-21,"","HU",65,955,2010,0.58919
"2888",46603,"AL112010","IGOR",2010-09-21,"L","HU",75,950,2010,0.58919
"2889",46604,"AL112010","IGOR",2010-09-21,"","TS",75,950,2010,0.58919
"2890",46605,"AL112010","IGOR",2010-09-22,"","TS",75,950,2010,0.58919
"2891",46606,"AL112010","IGOR",2010-09-22,"","TS",70,950,2010,0.58919
"2892",46607,"AL112010","IGOR",2010-09-22,"","TS",70,950,2010,0.58919
"2893",46608,"AL112010","IGOR",2010-09-22,"","TS",65,955,2010,0.58919
"2894",46609,"AL112010","IGOR",2010-09-23,"","TS",60,960,2010,0.58919
"2895",46610,"AL122010","JULIA",2010-09-12,"","TS",30,1007,2010,0.58919
"2896",46611,"AL122010","JULIA",2010-09-12,"","TS",30,1006,2010,0.58919
"2897",46612,"AL122010","JULIA",2010-09-12,"","TS",35,1005,2010,0.58919
"2898",46613,"AL122010","JULIA",2010-09-13,"","TS",40,1004,2010,0.58919
"2899",46614,"AL122010","JULIA",2010-09-13,"","TS",40,1004,2010,0.58919
"2900",46615,"AL122010","JULIA",2010-09-13,"","TS",40,1004,2010,0.58919
"2901",46616,"AL122010","JULIA",2010-09-13,"","TS",45,1003,2010,0.58919
"2902",46617,"AL122010","JULIA",2010-09-14,"","TS",45,1002,2010,0.58919
"2903",46618,"AL122010","JULIA",2010-09-14,"","TS",60,994,2010,0.58919
"2904",46619,"AL122010","JULIA",2010-09-14,"","HU",70,987,2010,0.58919
"2905",46620,"AL122010","JULIA",2010-09-14,"","HU",80,979,2010,0.58919
"2906",46621,"AL122010","JULIA",2010-09-15,"","HU",90,973,2010,0.58919
"2907",46622,"AL122010","JULIA",2010-09-15,"","HU",110,956,2010,0.58919
"2908",46623,"AL122010","JULIA",2010-09-15,"","HU",120,948,2010,0.58919
"2909",46624,"AL122010","JULIA",2010-09-15,"","HU",115,951,2010,0.58919
"2910",46625,"AL122010","JULIA",2010-09-16,"","HU",105,958,2010,0.58919
"2911",46626,"AL122010","JULIA",2010-09-16,"","HU",100,962,2010,0.58919
"2912",46627,"AL122010","JULIA",2010-09-16,"","HU",90,970,2010,0.58919
"2913",46628,"AL122010","JULIA",2010-09-16,"","HU",80,977,2010,0.58919
"2914",46629,"AL122010","JULIA",2010-09-17,"","HU",75,981,2010,0.58919
"2915",46630,"AL122010","JULIA",2010-09-17,"","HU",75,981,2010,0.58919
"2916",46631,"AL122010","JULIA",2010-09-17,"","HU",70,983,2010,0.58919
"2917",46632,"AL122010","JULIA",2010-09-17,"","HU",65,986,2010,0.58919
"2918",46633,"AL122010","JULIA",2010-09-18,"","TS",60,988,2010,0.58919
"2919",46634,"AL122010","JULIA",2010-09-18,"","TS",55,991,2010,0.58919
"2920",46635,"AL122010","JULIA",2010-09-18,"","TS",50,994,2010,0.58919
"2921",46636,"AL122010","JULIA",2010-09-18,"","TS",50,993,2010,0.58919
"2922",46637,"AL122010","JULIA",2010-09-19,"","TS",55,989,2010,0.58919
"2923",46638,"AL122010","JULIA",2010-09-19,"","TS",50,993,2010,0.58919
"2924",46639,"AL122010","JULIA",2010-09-19,"","TS",45,995,2010,0.58919
"2925",46640,"AL122010","JULIA",2010-09-19,"","TS",45,995,2010,0.58919
"2926",46641,"AL122010","JULIA",2010-09-20,"","TS",45,995,2010,0.58919
"2927",46642,"AL122010","JULIA",2010-09-20,"","TS",40,997,2010,0.58919
"2928",46643,"AL122010","JULIA",2010-09-20,"","TS",40,999,2010,0.58919
"2929",46644,"AL122010","JULIA",2010-09-20,"","TS",40,1002,2010,0.58919
"2930",46645,"AL122010","JULIA",2010-09-21,"","TS",40,1003,2010,0.58919
"2931",46646,"AL122010","JULIA",2010-09-21,"","TS",35,1004,2010,0.58919
"2932",46647,"AL122010","JULIA",2010-09-21,"","TS",35,1005,2010,0.58919
"2933",46648,"AL122010","JULIA",2010-09-21,"","TS",30,1006,2010,0.58919
"2934",46649,"AL122010","JULIA",2010-09-22,"","TS",30,1007,2010,0.58919
"2935",46650,"AL122010","JULIA",2010-09-22,"","TS",30,1007,2010,0.58919
"2936",46651,"AL122010","JULIA",2010-09-22,"","TS",30,1007,2010,0.58919
"2937",46652,"AL122010","JULIA",2010-09-22,"","TS",30,1008,2010,0.58919
"2938",46653,"AL122010","JULIA",2010-09-23,"","TS",30,1008,2010,0.58919
"2939",46654,"AL122010","JULIA",2010-09-23,"","TS",30,1009,2010,0.58919
"2940",46655,"AL122010","JULIA",2010-09-23,"","TS",30,1009,2010,0.58919
"2941",46656,"AL122010","JULIA",2010-09-23,"","TS",30,1010,2010,0.58919
"2942",46657,"AL122010","JULIA",2010-09-24,"","TS",30,1010,2010,0.58919
"2943",46658,"AL122010","JULIA",2010-09-24,"","TS",30,1011,2010,0.58919
"2944",46659,"AL122010","JULIA",2010-09-24,"","TS",30,1011,2010,0.58919
"2945",46660,"AL122010","JULIA",2010-09-24,"","TS",30,1012,2010,0.58919
"2946",46661,"AL132010","KARL",2010-09-13,"","TS",25,1005,2010,0.58919
"2947",46662,"AL132010","KARL",2010-09-14,"","TS",25,1004,2010,0.58919
"2948",46663,"AL132010","KARL",2010-09-14,"","TS",25,1003,2010,0.58919
"2949",46664,"AL132010","KARL",2010-09-14,"","TS",30,1003,2010,0.58919
"2950",46665,"AL132010","KARL",2010-09-14,"","TS",35,1001,2010,0.58919
"2951",46666,"AL132010","KARL",2010-09-15,"","TS",40,999,2010,0.58919
"2952",46667,"AL132010","KARL",2010-09-15,"","TS",55,997,2010,0.58919
"2953",46668,"AL132010","KARL",2010-09-15,"","TS",55,991,2010,0.58919
"2954",46669,"AL132010","KARL",2010-09-15,"L","TS",55,991,2010,0.58919
"2955",46670,"AL132010","KARL",2010-09-15,"","TS",45,994,2010,0.58919
"2956",46671,"AL132010","KARL",2010-09-16,"","TS",40,997,2010,0.58919
"2957",46672,"AL132010","KARL",2010-09-16,"","TS",45,994,2010,0.58919
"2958",46673,"AL132010","KARL",2010-09-16,"","TS",55,986,2010,0.58919
"2959",46674,"AL132010","KARL",2010-09-16,"","HU",70,982,2010,0.58919
"2960",46675,"AL132010","KARL",2010-09-17,"","HU",85,971,2010,0.58919
"2961",46676,"AL132010","KARL",2010-09-17,"","HU",95,966,2010,0.58919
"2962",46677,"AL132010","KARL",2010-09-17,"","HU",110,956,2010,0.58919
"2963",46678,"AL132010","KARL",2010-09-17,"T","HU",110,970,2010,0.58919
"2964",46679,"AL132010","KARL",2010-09-17,"L","HU",100,976,2010,0.58919
"2965",46680,"AL132010","KARL",2010-09-17,"","HU",90,979,2010,0.58919
"2966",46681,"AL132010","KARL",2010-09-18,"","TS",60,995,2010,0.58919
"2967",46682,"AL132010","KARL",2010-09-18,"","TS",25,1005,2010,0.58919
"2968",46683,"AL142010","LISA",2010-09-20,"","TS",25,1008,2010,0.58919
"2969",46684,"AL142010","LISA",2010-09-20,"","TS",25,1007,2010,0.58919
"2970",46685,"AL142010","LISA",2010-09-20,"","TS",25,1007,2010,0.58919
"2971",46686,"AL142010","LISA",2010-09-20,"","TS",30,1006,2010,0.58919
"2972",46687,"AL142010","LISA",2010-09-21,"","TS",35,1005,2010,0.58919
"2973",46688,"AL142010","LISA",2010-09-21,"","TS",40,1003,2010,0.58919
"2974",46689,"AL142010","LISA",2010-09-21,"","TS",40,1002,2010,0.58919
"2975",46690,"AL142010","LISA",2010-09-21,"","TS",40,1002,2010,0.58919
"2976",46691,"AL142010","LISA",2010-09-22,"","TS",35,1003,2010,0.58919
"2977",46692,"AL142010","LISA",2010-09-22,"","TS",35,1003,2010,0.58919
"2978",46693,"AL142010","LISA",2010-09-22,"","TS",35,1003,2010,0.58919
"2979",46694,"AL142010","LISA",2010-09-22,"","TS",30,1005,2010,0.58919
"2980",46695,"AL142010","LISA",2010-09-23,"","TS",30,1005,2010,0.58919
"2981",46696,"AL142010","LISA",2010-09-23,"","TS",30,1005,2010,0.58919
"2982",46697,"AL142010","LISA",2010-09-23,"","TS",35,1004,2010,0.58919
"2983",46698,"AL142010","LISA",2010-09-23,"","TS",35,1003,2010,0.58919
"2984",46699,"AL142010","LISA",2010-09-24,"","TS",35,1002,2010,0.58919
"2985",46700,"AL142010","LISA",2010-09-24,"","TS",40,1001,2010,0.58919
"2986",46701,"AL142010","LISA",2010-09-24,"","TS",50,998,2010,0.58919
"2987",46702,"AL142010","LISA",2010-09-24,"","TS",60,993,2010,0.58919
"2988",46703,"AL142010","LISA",2010-09-24,"S","HU",65,988,2010,0.58919
"2989",46704,"AL142010","LISA",2010-09-25,"","HU",75,982,2010,0.58919
"2990",46705,"AL142010","LISA",2010-09-25,"","HU",70,986,2010,0.58919
"2991",46706,"AL142010","LISA",2010-09-25,"","TS",60,990,2010,0.58919
"2992",46707,"AL142010","LISA",2010-09-25,"","TS",50,996,2010,0.58919
"2993",46708,"AL142010","LISA",2010-09-26,"","TS",40,1002,2010,0.58919
"2994",46709,"AL142010","LISA",2010-09-26,"","TS",35,1004,2010,0.58919
"2995",46710,"AL142010","LISA",2010-09-26,"","TS",30,1006,2010,0.58919
"2996",46711,"AL142010","LISA",2010-09-26,"","TS",30,1007,2010,0.58919
"2997",46712,"AL142010","LISA",2010-09-27,"","TS",30,1008,2010,0.58919
"2998",46713,"AL142010","LISA",2010-09-27,"","TS",30,1009,2010,0.58919
"2999",46714,"AL142010","LISA",2010-09-27,"","TS",30,1011,2010,0.58919
"3000",46715,"AL142010","LISA",2010-09-27,"","TS",30,1013,2010,0.58919
"3001",46716,"AL142010","LISA",2010-09-28,"","TS",30,1013,2010,0.58919
"3002",46717,"AL142010","LISA",2010-09-28,"","TS",30,1015,2010,0.58919
"3003",46718,"AL142010","LISA",2010-09-28,"","TS",30,1015,2010,0.58919
"3004",46719,"AL142010","LISA",2010-09-28,"","TS",25,1016,2010,0.58919
"3005",46720,"AL142010","LISA",2010-09-29,"","TS",25,1016,2010,0.58919
"3006",46721,"AL152010","MATTHEW",2010-09-23,"","TS",30,1008,2010,0.58919
"3007",46722,"AL152010","MATTHEW",2010-09-23,"","TS",35,1007,2010,0.58919
"3008",46723,"AL152010","MATTHEW",2010-09-24,"","TS",40,1005,2010,0.58919
"3009",46724,"AL152010","MATTHEW",2010-09-24,"","TS",45,1003,2010,0.58919
"3010",46725,"AL152010","MATTHEW",2010-09-24,"","TS",45,1001,2010,0.58919
"3011",46726,"AL152010","MATTHEW",2010-09-24,"","TS",50,998,2010,0.58919
"3012",46727,"AL152010","MATTHEW",2010-09-24,"L","TS",50,998,2010,0.58919
"3013",46728,"AL152010","MATTHEW",2010-09-25,"","TS",50,998,2010,0.58919
"3014",46729,"AL152010","MATTHEW",2010-09-25,"","TS",45,998,2010,0.58919
"3015",46730,"AL152010","MATTHEW",2010-09-25,"","TS",35,1000,2010,0.58919
"3016",46731,"AL152010","MATTHEW",2010-09-25,"L","TS",35,1000,2010,0.58919
"3017",46732,"AL152010","MATTHEW",2010-09-25,"","TS",30,1000,2010,0.58919
"3018",46733,"AL152010","MATTHEW",2010-09-26,"","TS",30,1001,2010,0.58919
"3019",46734,"AL152010","MATTHEW",2010-09-26,"","TS",25,1002,2010,0.58919
"3020",46735,"AL152010","MATTHEW",2010-09-26,"","TS",20,1002,2010,0.58919
"3021",46736,"AL152010","MATTHEW",2010-09-26,"","TS",20,1003,2010,0.58919
"3022",46737,"AL162010","NICOLE",2010-09-28,"","TS",25,1003,2010,0.58919
"3023",46738,"AL162010","NICOLE",2010-09-28,"","TS",30,1003,2010,0.58919
"3024",46739,"AL162010","NICOLE",2010-09-28,"","TS",35,1001,2010,0.58919
"3025",46740,"AL162010","NICOLE",2010-09-28,"","TS",40,999,2010,0.58919
"3026",46741,"AL162010","NICOLE",2010-09-29,"","TS",35,997,2010,0.58919
"3027",46742,"AL162010","NICOLE",2010-09-29,"","TS",35,996,2010,0.58919
"3028",46743,"AL162010","NICOLE",2010-09-29,"","TS",40,995,2010,0.58919
"3029",46744,"AL162010","NICOLE",2010-09-29,"S","TS",40,995,2010,0.58919
"3030",46745,"AL162010","NICOLE",2010-09-29,"","TS",40,994,2010,0.58919
"3031",46746,"AL162010","NICOLE",2010-09-30,"","TS",40,994,2010,0.58919
"3032",46747,"AL162010","NICOLE",2010-09-30,"","TS",40,995,2010,0.58919
"3033",46748,"AL162010","NICOLE",2010-09-30,"","TS",40,996,2010,0.58919
"3034",46749,"AL172010","OTTO",2010-10-06,"","TS",30,1000,2010,0.4619
"3035",46750,"AL172010","OTTO",2010-10-06,"","TS",40,995,2010,0.4619
"3036",46751,"AL172010","OTTO",2010-10-06,"","TS",50,991,2010,0.4619
"3037",46752,"AL172010","OTTO",2010-10-07,"","TS",55,989,2010,0.4619
"3038",46753,"AL172010","OTTO",2010-10-07,"","TS",50,990,2010,0.4619
"3039",46754,"AL172010","OTTO",2010-10-07,"","TS",45,994,2010,0.4619
"3040",46755,"AL172010","OTTO",2010-10-07,"","TS",50,992,2010,0.4619
"3041",46756,"AL172010","OTTO",2010-10-08,"","TS",55,989,2010,0.4619
"3042",46757,"AL172010","OTTO",2010-10-08,"","TS",60,986,2010,0.4619
"3043",46758,"AL172010","OTTO",2010-10-08,"","HU",65,983,2010,0.4619
"3044",46759,"AL172010","OTTO",2010-10-08,"","HU",70,980,2010,0.4619
"3045",46760,"AL172010","OTTO",2010-10-09,"","HU",75,976,2010,0.4619
"3046",46761,"AL172010","OTTO",2010-10-09,"","HU",75,978,2010,0.4619
"3047",46762,"AL172010","OTTO",2010-10-09,"","HU",70,981,2010,0.4619
"3048",46763,"AL172010","OTTO",2010-10-09,"","HU",65,985,2010,0.4619
"3049",46764,"AL172010","OTTO",2010-10-10,"","TS",60,988,2010,0.4619
"3050",46765,"AL172010","OTTO",2010-10-10,"","TS",55,988,2010,0.4619
"3051",46766,"AL172010","OTTO",2010-10-10,"","TS",55,988,2010,0.4619
"3052",46767,"AL172010","OTTO",2010-10-10,"","TS",55,988,2010,0.4619
"3053",46768,"AL172010","OTTO",2010-10-11,"","TS",50,992,2010,0.4619
"3054",46769,"AL172010","OTTO",2010-10-11,"","TS",45,995,2010,0.4619
"3055",46770,"AL172010","OTTO",2010-10-11,"","TS",40,998,2010,0.4619
"3056",46771,"AL172010","OTTO",2010-10-11,"","TS",40,998,2010,0.4619
"3057",46772,"AL172010","OTTO",2010-10-12,"","TS",35,1002,2010,0.4619
"3058",46773,"AL172010","OTTO",2010-10-12,"","TS",35,1004,2010,0.4619
"3059",46774,"AL172010","OTTO",2010-10-12,"","TS",35,1004,2010,0.4619
"3060",46775,"AL172010","OTTO",2010-10-12,"","TS",35,1006,2010,0.4619
"3061",46776,"AL172010","OTTO",2010-10-13,"","TS",35,1004,2010,0.4619
"3062",46777,"AL172010","OTTO",2010-10-13,"","TS",35,1004,2010,0.4619
"3063",46778,"AL172010","OTTO",2010-10-13,"","TS",35,1004,2010,0.4619
"3064",46779,"AL172010","OTTO",2010-10-13,"","TS",35,1004,2010,0.4619
"3065",46780,"AL172010","OTTO",2010-10-14,"","TS",35,1004,2010,0.4619
"3066",46781,"AL172010","OTTO",2010-10-14,"","TS",30,1005,2010,0.4619
"3067",46782,"AL172010","OTTO",2010-10-14,"","TS",30,1005,2010,0.4619
"3068",46783,"AL172010","OTTO",2010-10-14,"","TS",30,1005,2010,0.4619
"3069",46784,"AL172010","OTTO",2010-10-15,"","TS",30,1006,2010,0.4619
"3070",46785,"AL172010","OTTO",2010-10-15,"","TS",30,1006,2010,0.4619
"3071",46786,"AL172010","OTTO",2010-10-15,"","TS",30,1006,2010,0.4619
"3072",46787,"AL172010","OTTO",2010-10-15,"","TS",30,1006,2010,0.4619
"3073",46788,"AL172010","OTTO",2010-10-16,"","TS",25,1006,2010,0.4619
"3074",46789,"AL172010","OTTO",2010-10-16,"","TS",25,1006,2010,0.4619
"3075",46790,"AL172010","OTTO",2010-10-16,"","TS",25,1007,2010,0.4619
"3076",46791,"AL172010","OTTO",2010-10-16,"","TS",25,1007,2010,0.4619
"3077",46792,"AL172010","OTTO",2010-10-17,"","TS",25,1008,2010,0.4619
"3078",46793,"AL172010","OTTO",2010-10-17,"","TS",25,1010,2010,0.4619
"3079",46794,"AL172010","OTTO",2010-10-17,"","TS",20,1010,2010,0.4619
"3080",46795,"AL172010","OTTO",2010-10-17,"","TS",20,1012,2010,0.4619
"3081",46796,"AL182010","PAULA",2010-10-11,"","TS",30,1006,2010,0.4619
"3082",46797,"AL182010","PAULA",2010-10-11,"","TS",35,1005,2010,0.4619
"3083",46798,"AL182010","PAULA",2010-10-11,"L","TS",45,1004,2010,0.4619
"3084",46799,"AL182010","PAULA",2010-10-11,"","TS",60,1001,2010,0.4619
"3085",46800,"AL182010","PAULA",2010-10-12,"","HU",65,996,2010,0.4619
"3086",46801,"AL182010","PAULA",2010-10-12,"","HU",65,991,2010,0.4619
"3087",46802,"AL182010","PAULA",2010-10-12,"","HU",75,986,2010,0.4619
"3088",46803,"AL182010","PAULA",2010-10-12,"","HU",90,981,2010,0.4619
"3089",46804,"AL182010","PAULA",2010-10-13,"","HU",90,981,2010,0.4619
"3090",46805,"AL182010","PAULA",2010-10-13,"","HU",85,984,2010,0.4619
"3091",46806,"AL182010","PAULA",2010-10-13,"","HU",85,987,2010,0.4619
"3092",46807,"AL182010","PAULA",2010-10-13,"","HU",75,990,2010,0.4619
"3093",46808,"AL182010","PAULA",2010-10-14,"","HU",75,993,2010,0.4619
"3094",46809,"AL182010","PAULA",2010-10-14,"","HU",70,995,2010,0.4619
"3095",46810,"AL182010","PAULA",2010-10-14,"","TS",60,999,2010,0.4619
"3096",46811,"AL182010","PAULA",2010-10-14,"L","TS",55,1000,2010,0.4619
"3097",46812,"AL182010","PAULA",2010-10-14,"","TS",50,1001,2010,0.4619
"3098",46813,"AL182010","PAULA",2010-10-15,"","TS",40,1004,2010,0.4619
"3099",46814,"AL182010","PAULA",2010-10-15,"","TS",30,1008,2010,0.4619
"3100",46815,"AL182010","PAULA",2010-10-15,"","TS",25,1009,2010,0.4619
"3101",46816,"AL182010","PAULA",2010-10-15,"","TS",20,1009,2010,0.4619
"3102",46817,"AL192010","RICHARD",2010-10-19,"","TS",30,1008,2010,0.4619
"3103",46818,"AL192010","RICHARD",2010-10-20,"","TS",30,1008,2010,0.4619
"3104",46819,"AL192010","RICHARD",2010-10-20,"","TS",30,1008,2010,0.4619
"3105",46820,"AL192010","RICHARD",2010-10-20,"","TS",30,1008,2010,0.4619
"3106",46821,"AL192010","RICHARD",2010-10-20,"","TS",30,1008,2010,0.4619
"3107",46822,"AL192010","RICHARD",2010-10-21,"","TS",30,1007,2010,0.4619
"3108",46823,"AL192010","RICHARD",2010-10-21,"","TS",30,1007,2010,0.4619
"3109",46824,"AL192010","RICHARD",2010-10-21,"","TS",35,1006,2010,0.4619
"3110",46825,"AL192010","RICHARD",2010-10-21,"","TS",35,1006,2010,0.4619
"3111",46826,"AL192010","RICHARD",2010-10-22,"","TS",35,1007,2010,0.4619
"3112",46827,"AL192010","RICHARD",2010-10-22,"","TS",35,1005,2010,0.4619
"3113",46828,"AL192010","RICHARD",2010-10-22,"","TS",35,1006,2010,0.4619
"3114",46829,"AL192010","RICHARD",2010-10-22,"","TS",40,1006,2010,0.4619
"3115",46830,"AL192010","RICHARD",2010-10-23,"","TS",40,1006,2010,0.4619
"3116",46831,"AL192010","RICHARD",2010-10-23,"","TS",45,1004,2010,0.4619
"3117",46832,"AL192010","RICHARD",2010-10-23,"","TS",50,1000,2010,0.4619
"3118",46833,"AL192010","RICHARD",2010-10-23,"","TS",55,998,2010,0.4619
"3119",46834,"AL192010","RICHARD",2010-10-24,"","TS",60,995,2010,0.4619
"3120",46835,"AL192010","RICHARD",2010-10-24,"","HU",65,992,2010,0.4619
"3121",46836,"AL192010","RICHARD",2010-10-24,"","HU",75,990,2010,0.4619
"3122",46837,"AL192010","RICHARD",2010-10-24,"","HU",80,984,2010,0.4619
"3123",46838,"AL192010","RICHARD",2010-10-25,"","HU",85,977,2010,0.4619
"3124",46839,"AL192010","RICHARD",2010-10-25,"L","HU",85,977,2010,0.4619
"3125",46840,"AL192010","RICHARD",2010-10-25,"","HU",65,988,2010,0.4619
"3126",46841,"AL192010","RICHARD",2010-10-25,"","TS",40,997,2010,0.4619
"3127",46842,"AL192010","RICHARD",2010-10-25,"","TS",30,1000,2010,0.4619
"3128",46843,"AL192010","RICHARD",2010-10-26,"","TS",25,1002,2010,0.4619
"3129",46844,"AL192010","RICHARD",2010-10-26,"","TS",25,1004,2010,0.4619
"3130",46845,"AL192010","RICHARD",2010-10-26,"","TS",20,1004,2010,0.4619
"3131",46846,"AL202010","SHARY",2010-10-28,"","TS",30,1006,2010,0.4619
"3132",46847,"AL202010","SHARY",2010-10-29,"","TS",35,1004,2010,0.4619
"3133",46848,"AL202010","SHARY",2010-10-29,"","TS",40,1002,2010,0.4619
"3134",46849,"AL202010","SHARY",2010-10-29,"","TS",50,998,2010,0.4619
"3135",46850,"AL202010","SHARY",2010-10-29,"","TS",55,993,2010,0.4619
"3136",46851,"AL202010","SHARY",2010-10-30,"","HU",65,990,2010,0.4619
"3137",46852,"AL202010","SHARY",2010-10-30,"","HU",65,989,2010,0.4619
"3138",46853,"AL202010","SHARY",2010-10-30,"","HU",65,991,2010,0.4619
"3139",46854,"AL202010","SHARY",2010-10-30,"","TS",55,993,2010,0.4619
"3140",46855,"AL212010","TOMAS",2010-10-29,"","TS",30,1006,2010,0.4619
"3141",46856,"AL212010","TOMAS",2010-10-29,"","TS",35,1003,2010,0.4619
"3142",46857,"AL212010","TOMAS",2010-10-29,"","TS",45,998,2010,0.4619
"3143",46858,"AL212010","TOMAS",2010-10-30,"","TS",55,999,2010,0.4619
"3144",46859,"AL212010","TOMAS",2010-10-30,"","TS",60,997,2010,0.4619
"3145",46860,"AL212010","TOMAS",2010-10-30,"L","TS",60,997,2010,0.4619
"3146",46861,"AL212010","TOMAS",2010-10-30,"","HU",65,993,2010,0.4619
"3147",46862,"AL212010","TOMAS",2010-10-30,"","HU",80,990,2010,0.4619
"3148",46863,"AL212010","TOMAS",2010-10-30,"L","HU",85,987,2010,0.4619
"3149",46864,"AL212010","TOMAS",2010-10-31,"","HU",85,982,2010,0.4619
"3150",46865,"AL212010","TOMAS",2010-10-31,"","HU",85,983,2010,0.4619
"3151",46866,"AL212010","TOMAS",2010-10-31,"","HU",80,988,2010,0.4619
"3152",46867,"AL212010","TOMAS",2010-10-31,"","HU",65,994,2010,0.4619
"3153",46868,"AL212010","TOMAS",2010-11-01,"","TS",55,997,2010,0.36776
"3154",46869,"AL212010","TOMAS",2010-11-01,"","TS",45,1003,2010,0.36776
"3155",46870,"AL212010","TOMAS",2010-11-01,"","TS",40,1005,2010,0.36776
"3156",46871,"AL212010","TOMAS",2010-11-01,"","TS",40,1005,2010,0.36776
"3157",46872,"AL212010","TOMAS",2010-11-02,"","TS",40,1005,2010,0.36776
"3158",46873,"AL212010","TOMAS",2010-11-02,"","TS",45,1003,2010,0.36776
"3159",46874,"AL212010","TOMAS",2010-11-02,"","TS",40,1004,2010,0.36776
"3160",46875,"AL212010","TOMAS",2010-11-02,"","TS",35,1006,2010,0.36776
"3161",46876,"AL212010","TOMAS",2010-11-03,"","TS",30,1006,2010,0.36776
"3162",46877,"AL212010","TOMAS",2010-11-03,"","TS",30,1006,2010,0.36776
"3163",46878,"AL212010","TOMAS",2010-11-03,"","TS",30,1006,2010,0.36776
"3164",46879,"AL212010","TOMAS",2010-11-03,"","TS",35,1004,2010,0.36776
"3165",46880,"AL212010","TOMAS",2010-11-04,"","TS",40,1003,2010,0.36776
"3166",46881,"AL212010","TOMAS",2010-11-04,"","TS",40,998,2010,0.36776
"3167",46882,"AL212010","TOMAS",2010-11-04,"","TS",45,996,2010,0.36776
"3168",46883,"AL212010","TOMAS",2010-11-04,"","TS",50,995,2010,0.36776
"3169",46884,"AL212010","TOMAS",2010-11-05,"","TS",60,989,2010,0.36776
"3170",46885,"AL212010","TOMAS",2010-11-05,"","HU",70,985,2010,0.36776
"3171",46886,"AL212010","TOMAS",2010-11-05,"","HU",75,987,2010,0.36776
"3172",46887,"AL212010","TOMAS",2010-11-05,"","HU",70,992,2010,0.36776
"3173",46888,"AL212010","TOMAS",2010-11-06,"","TS",60,995,2010,0.36776
"3174",46889,"AL212010","TOMAS",2010-11-06,"","TS",60,992,2010,0.36776
"3175",46890,"AL212010","TOMAS",2010-11-06,"L","TS",60,992,2010,0.36776
"3176",46891,"AL212010","TOMAS",2010-11-06,"","TS",60,990,2010,0.36776
"3177",46892,"AL212010","TOMAS",2010-11-06,"","HU",65,988,2010,0.36776
"3178",46893,"AL212010","TOMAS",2010-11-07,"","HU",70,987,2010,0.36776
"3179",46894,"AL212010","TOMAS",2010-11-07,"","HU",65,990,2010,0.36776
"3180",46895,"AL212010","TOMAS",2010-11-07,"","TS",60,992,2010,0.36776
"3181",46896,"AL212010","TOMAS",2010-11-07,"","TS",50,992,2010,0.36776
"3182",46897,"AL212010","TOMAS",2010-11-08,"","TS",50,992,2010,0.36776
